formula,gap expt
LiH3Se2O6,4.9
Li3Cs2B5O10,7.3
TlScS2,1.51
InSe,1.36
Zn0.75Hg0.25Se,1.4
K2Ge4Se8,1.8
CdSiP2,2.1
ZnGeN2,3.2
GaN,3.3
Cu2Te,1.04
Dy2Mo3O12,1.92
PbSe0.01S0.99,0.37
Si2Te3,2.0
As2S6,2.35
Rb2CdBr2I2,3.35
Cu2Ga4Te7,1.08
Ag0.5Pb1.75GeSe4,1.51
TeSe3,1.4
Na2Ga2SnS6,2.29
Ag3SbS3,1.77
PtSb2,0.4
AgGaGeS4,3.0
KCu2SbS3,1.53
Ag3SbS3,2.13
Pr2Sr2PtO7.07,3.05
Tl6CuTe2O10,2.3
Ge0.2Si0.8,1.1
GeS,1.61
AlSb,1.69
Cs39Cl6Ga53Se96,2.74
Zn0.43Cd0.57Se,2.9
Ag2SnS3,1.26
AlP,2.42
Cu0.4Ga1.6S2.6,2.5
Tl3TaS4,2.7
V2O5,2.3
Cu3SbS4,0.8
CuYO2,3.5
TlCr5S7Se,0.97
GaVTe2O8,3.0
CdS,2.4
Zn0.65Hg0.35Se,1.0
Pb0.95Ge0.05Se,0.28
V2O5,2.49
Bi12SiO20,3.25
VTeO5H,2.51
CdAs2,1.2
CsI,6.3
Ba2InCeTe5,1.35
CdTe,1.43
In0.2As0.2Ga0.8P0.8,2.15
CuI,3.07
PbCuSbS3,1.31
Ba2CdB6O12,4.59
Sn2BiS2I3,1.22
GeSe,1.18
As2Te3,1.68
Sm2S3,3.0
GaN,3.6
GaSb,0.72
GaSe,2.04
Ag2VI3O11,2.16
GaN,3.49
Zn4Sb3,1.2
TlInSe2,1.22
AlP,2.52
La2Sr2PtO7.13,2.52
CuInS2,1.55
RuP2,0.8
SnGe,0.8
Hg0.9Cd0.1Se,1.5
Cu2O,2.67
CdCuSe2O6,3.33
IrAs2,1.0
PbTe0.5Se0.5,0.29
KScSe2O6,5.4
CdGeP2,1.8
Cu2Ta4O11,2.7
ReS2,1.33
Cd0.6Te0.6Al0.4Sb0.4,1.8
Cu2Ta11O30,2.59
Tl2TeI6,1.5
La10OSe14,2.04
NaNO2,3.1
AgPdI3O9,1.5
Bi2Mo3O12,2.9
Se0.2Te0.8,0.4
Ga0.2Al0.8P,2.43
Ag3SbS3,2.17
Ag3SbS3,2.17
InSb0.2As0.8,0.12
ZnSe,2.81
InN,2.11
TaGaS2,2.54
CuBr,2.99
MgSe,5.6
EuTm2Se4,1.8
Ca3La2Sn3S12,1.45
Cs2PtI6O18,2.4
BiSI,1.64
GaSe,2.16
Na2BaGeSe4,2.25
ZnS,3.54
Sr3GeSb2Se8,0.75
La2CoTiO6,1.02
In0.8Al0.2P,1.7
Zn3As2,1.11
Cu2ZnSnSe4,1.44
Ga0.1P0.1Zn0.9Se0.9,2.3
LiBi4Nb3O12,3.0
K2Au2Sn2Se6,2.28
GaTe,1.52
GaAs0.75Sb0.25,0.65
BaIr2Ge4Se6,1.33
KInTe2O6,4.0
Mg2Sn,0.18
Ca5Bi14O26,2.6
YNiSb,0.29
Ba5CdGa6Se15,2.6
Ag3SbS3,2.2
MnTe,1.25
Ag2S,1.0
Ag3AsS3,1.86
AgGaSe2,1.65
AgSbSe2,0.58
AlP,2.5
AlP,3.63
As2S3,2.2
As2S3,2.32
As2S3,2.43
Bi0.6Te3Sb1.4,0.2
CdAs2,0.89
CdGa2Se4,2.27
CdGa2Se4,2.5
CdP2,2.11
CdS,2.57
CdSb,0.49
CdSe,2.26
CdSe,2.18
CdTe,1.49
CdTe,1.52
CuFeS2,0.53
CuGaSe2,1.63
GaAs,1.58
GaN,3.8
GaS,2.38
GaS,2.53
GaSe,1.97
GaTe,1.42
GeSe,1.17
GeSe2,2.36
In4Te3,0.57
InAs,0.4
InSe,1.18
InSe,1.2
KI,6.38
Mg3As2,2.6
RbI,6.36
Sb2S3,1.72
Sb2S3,1.71
SnS,1.2
SnS,1.18
SnSe,0.94
Tl2Te3,0.48
Tl2Te3,0.7
TlCl,3.5
TlSbS2,1.54
Zn3As2,1.09
Zn3As2,0.98
ZnGeAs2,1.05
ZnS,3.87
ZnS,3.6
ZnSe,2.67
ZnSnP2,1.3
ZnTe,2.25
ZnTe,2.29
ZnSe,2.76
ZnSnP2,1.66
ZnTe,2.4
Ag9Pb4O12,0.0
HoSi2Pt2,0.0
CsAs2Ru2,0.0
DySi2Cu2,0.0
CrSiCu2,0.0
La3B2N4,0.0
TbBa2IrO6,0.0
ReRuOs,0.0
YbH3O3,0.0
MgAs4Rh6,0.0
NdCo2Si2,0.0
Sn5B2Rh6,0.0
EuCsF3,0.0
KOs2O6,0.0
Eu2Ga9Rh3,0.0
USi2Ni2,0.0
FePd2Se2,0.0
Al2Cu3Se6,0.0
YSi2Ru2,0.0
Sc3Re2Si4,0.0
GdNi2Ge2,0.0
NdSi2Ir2,0.0
EuMg2Bi2,0.0
Gd3Al2Ni6,0.0
YDyAg2,0.0
ErCu2Ge2,0.0
LiCu3O3,0.0
BaAs2Pd2,0.0
Lu7Ni2Te2,0.0
Li2Ni3O6,0.0
AgAu2S2,0.0
Sn5B2Ir6,0.0
Cu23Sb8S26,0.0
YbGa8Co2,0.0
YbSi2Ag2,0.0
TbFe4P12,0.0
Er2Ga9Co3,0.0
NdRe4Si2,0.0
CaAg2Ge2,0.0
HfCo2Si2,0.0
ZrNi4P2,0.0
Pm2LiGa,0.0
Hf3Ni4Ge4,0.0
Nd3Ge2Ru2,0.0
Ta22Cu3S36,0.0
Mg3Mn2Al18,0.0
Yb2SrS4,0.0
CeCo2As2,0.0
HoMn6Sn6,0.0
HoBi2O6,0.0
ScTi9N9,0.0
Ge5Te8As2,0.0
BaB2Rh2,0.0
YbLaZn2,0.0
DyGe2Ru2,0.0
BaNi2P4,0.0
MgFe4O8,0.0
ThSi2Ru2,0.0
Pr3Al4Si6,0.0
Tm3Ge4Pd4,0.0
YbBa4(CuO3)3,0.0
NdCo2Ge2,0.0
TbCo2B2,0.0
TbAl8Fe4,0.0
Ca3Ga2Pt2,0.0
Na3W4O12,0.0
TmCu2S2,0.0
LaSi2Ru2,0.0
AgW6Br14,0.0
Eu2BaMn2O7,0.0
Li3Co4O8,0.0
UCo2Ge2,0.0
YSi2Cu2,0.0
CaCo4S8,0.0
YbMn2As2,0.0
YbI3O9,0.0
Yb4Ba3O9,0.0
ZnFe2N2,0.0
Sr3Sn4Ir4,0.0
Pm2LiAl,0.0
Ho5Ge10Rh4,0.0
TbNi4P2,0.0
Li7Mo12S16,0.0
Sr8Mn3N9,0.0
Tb3Mn2C6,0.0
ThMn2Ge2,0.0
Ba3Al2Ge2,0.0
Yb11Ni60C6,0.0
Li23Mn20As20,0.0
Cu3Bi4I16,0.0
LaFe4As12,0.0
CaB2C2,0.0
YSi2Pt2,0.0
EuMn2Ge2,0.0
EuNi12B6,0.0
YbAl2Ga2,0.0
YbAl2Ge2,0.0
Zr3Al4C6,0.0
Li7Ni11O22,0.0
CeCo4B4,0.0
LaIn4Au2,0.0
EuZn2Ge2,0.0
MnCo4O8,0.0
Rb4Si2CuO7,0.0
YbCaInSe4,0.0
PrCo2Ge2,0.0
CoP4O12,0.0
Eu2CaO3,0.0
CuN2O6,0.0
ErAl20Cr2,0.0
Li6Ni5O10,0.0
MgTi4S8,0.0
CoPbO3,0.0
Si4Cu5O14,0.0
Pm2LiSi,0.0
UAl8Fe4,0.0
Dy3Cu4Ge4,0.0
YbLi2Pb,0.0
Nb3Fe20B6,0.0
Nb2Co3O9,0.0
YbLa5S8,0.0
HoSb2O6,0.0
Sm3Sb14Te24,0.0
Hf3Si4Cu4,0.0
CaMn2As2,0.0
TmFe2Si2,0.0
UMn2Si2,0.0
BaFe2S4,0.0
Rb5W8O30,0.0
Li2Fe5O10,0.0
EuNi2As2,0.0
TmCu2Ge2,0.0
SrSb12Ru4,0.0
YbFe4Ge2,0.0
SmMn2Ge2,0.0
Ba3Li4Sn8,0.0
NiP4O12,0.0
Sm2P3Pt6,0.0
PrFe2Si2,0.0
TbGe2Pd2,0.0
EuFe2Si2,0.0
MgFe2S4,0.0
Ag7S2I2,0.0
KFe2As2,0.0
EuAl2Au2,0.0
La3Os2O10,0.0
HoSi2Os2,0.0
SrCe2S4,0.0
PrMn2Si2,0.0
ZrFe4Si2,0.0
NdCr2Si2,0.0
YbTbHg2,0.0
DyAl8Cu4,0.0
LaSi2Os2,0.0
YbKSe2,0.0
TmGe2Ru2,0.0
Tm5Ge10Rh4,0.0
Ce3Al12Ru4,0.0
NdGe2Pt2,0.0
TbAl3C3,0.0
PrCo2As2,0.0
Mg3Ni20B6,0.0
Rh7Pb3O15,0.0
ScGa6Fe6,0.0
EuP2Os2,0.0
ThGe2Pd2,0.0
YAl2Si2,0.0
YAl10Fe2,0.0
Li5Bi4O12,0.0
EuAs2Pd2,0.0
YCr2Si2,0.0
CeCu2Sb2,0.0
EuLi2Sn,0.0
CaB2Ir2,0.0
ErSi2Pd2,0.0
CeSi2Ni2,0.0
TmSiCu,0.0
CeAl2Zn2,0.0
Ce2Sb3Pd9,0.0
TmSi2Os2,0.0
TbMn6Ge6,0.0
Ti2RuOs,0.0
Li4Fe9O18,0.0
GdSi2Ru2,0.0
HoB2C2,0.0
LaP2Ru2,0.0
V2RuOs,0.0
ThAl10Fe2,0.0
CaTi4S8,0.0
SrCo2P2,0.0
CrMo2S4,0.0
Sc2P3O12,0.0
V2O3F3,0.0
Ce5Si3N9,0.0
Tm2TcCu,0.0
Zr2Co21B6,0.0
TbCo2Ge2,0.0
Tb3Rb2AlF16,0.0
Li3Cu2O4,0.0
TmMn6Ge6,0.0
SnP3O9,0.0
HfV2H4,0.0
EuRbO2,0.0
YbBa2(CuO2)4,0.0
EuKS2,0.0
CeB2C2,0.0
CaAl8Co2,0.0
ScV2Ga4,0.0
YbAl2Si2,0.0
SrGa2Au2,0.0
Sr3Al2Sn2,0.0
Tb3La,0.0
SmSi2Ag2,0.0
YbLiF4,0.0
UCu2P2,0.0
Rb28Mg9In51,0.0
Sc3Mn2Ga6,0.0
HoNi2B2,0.0
MgSn4O8,0.0
Bi2B3O9,0.0
U2Co21B6,0.0
Sc11Al2Ge8,0.0
ThFe2Ge2,0.0
Mn3O2F6,0.0
NdP2Ru2,0.0
EuNaO2,0.0
CoW2O8,0.0
CaSi2Pd2,0.0
CsMo3O9,0.0
TmNi2Ge2,0.0
Ni4Bi9O18,0.0
SrIn8Rh2,0.0
SrRu2O6,0.0
HoSi2Ru2,0.0
SmSi2Ni2,0.0
TlW3O9,0.0
BaSn4O8,0.0
SmCo2Si2,0.0
BaPd2O4,0.0
Lu7Te2Pd2,0.0
ZnCu2O4,0.0
Lu5Si10Ir4,0.0
EuCd2Sb2,0.0
InMo3Se3,0.0
HoCu2O4,0.0
CaAl2Zn2,0.0
Na10Ga6Sn3,0.0
YRe4Si2,0.0
Pd3Pb2S2,0.0
NdAl8Co2,0.0
YbSiCu,0.0
Si4Cu15,0.0
PrBi2O6,0.0
LiNi4O8,0.0
CeP2Pt4,0.0
CeSi2Pd2,0.0
SmB2Os2,0.0
PmLi2Al,0.0
ErRe2O8,0.0
Gd2Zn6Ge3,0.0
YNi2P2,0.0
PmLi2Ge,0.0
ErCr2Si2,0.0
YFe2Si2,0.0
Zr3Si6Cu4,0.0
SmCu2O4,0.0
Rb3Cu8S6,0.0
ThFe2Si2,0.0
MgCo2S4,0.0
Na9W16O48,0.0
Mg3Ni20P6,0.0
CeMn2Ge2,0.0
EuZn2Si2,0.0
V3H4O8,0.0
SmNi2Sn2,0.0
Pr9Sb5O5,0.0
Pm2LiIr,0.0
PrB2Ru2,0.0
LaNi12B6,0.0
AlNi2S4,0.0
Ni4P3O12,0.0
CrFe2Se4,0.0
CaCo2Ge2,0.0
Yb2Zn3Ge3,0.0
LuSi2Os2,0.0
EuIn2As2,0.0
Yb2BaO4,0.0
UCr4C4,0.0
UB4H16,0.0
Rb5W18O54,0.0
CaNi4O6,0.0
EuCl3O12,0.0
HfV2Ga4,0.0
YTi2Ga4,0.0
ReTe2Cl12,0.0
Li3Cu4O4,0.0
NbCl4O2,0.0
CaGe2Rh2,0.0
Ti5B12O26,0.0
TmCo2Si2,0.0
MnSb2O6,0.0
TlCu6S4,0.0
YbTbRh2,0.0
NdNi2Sn2,0.0
Re5Ni2As12,0.0
MnB2W2,0.0
CeSi2Au2,0.0
ThAl8Fe4,0.0
Cu3P4O14,0.0
GeW6O18,0.0
Al7C3N3,0.0
YbSi2Rh2,0.0
HfCu2P2,0.0
CeMn2Si2,0.0
YbBaSn3,0.0
Ti20Sb9Se3,0.0
SmSiCu,0.0
La3Re2O10,0.0
Tb2Li6O7,0.0
Y3Fe62B14,0.0
ZnCo2O4,0.0
TlMo3Se3,0.0
DyCo2Ge2,0.0
TbBaMn2O6,0.0
KCo2Se2,0.0
CeH3O3,0.0
YAl8Cu4,0.0
Na8Cu5O10,0.0
Li15Fe4O16,0.0
YSi2Rh2,0.0
Ni7P8O28,0.0
HoSi2Pd2,0.0
AlNi20B14,0.0
Ba14Pd3Ir8O33,0.0
TbGe2Rh2,0.0
Li2Lu3Ge3,0.0
YbLiPb,0.0
Yb2KF7,0.0
YbAl4Mo2,0.0
Dy2Ge3Pt9,0.0
K3Fe2S4,0.0
CuIr2S4,0.0
BaAs2Rh2,0.0
EuCaO2,0.0
NdAs2Pd2,0.0
Bi2P3O12,0.0
SrCe2Se4,0.0
